word,type,age
marhi,substantiivi,old
mari,substantiivi,new
marinadi,substantiivi,new
marinointi,substantiivi,new
marionetti,substantiivi,new
marjakuusi,substantiivi,old
marjakuusikasvi,substantiivi,new
marjapussi,substantiivi,new
marjaviini,substantiivi,new
marjavuosi,substantiivi,old
marketti,substantiivi,new
markiisi,substantiivi,new
markkinamekanismi,substantiivi,new
markkinointi,substantiivi,new
marliini,substantiivi,new
marmelaati,substantiivi,new
marmeladi,substantiivi,new
marmori,substantiivi,new
marmorointi,substantiivi,new
marraskesi,substantiivi,old
marsipaani,substantiivi,new
marski,substantiivi,new
marssi,substantiivi,new
martensiitti,substantiivi,new
martiointi,substantiivi,new
martiopuoli,substantiivi,old
marttyyri,substantiivi,new
marunatuoksukki,substantiivi,new
marwari,substantiivi,new
marxismi,substantiivi,new
marxisti,substantiivi,new
masariini,substantiivi,new
maserointi,substantiivi,new
masinointi,substantiivi,new
maski,substantiivi,new
maskotti,substantiivi,new
maskuliini,substantiivi,new
masokismi,substantiivi,new
masokisti,substantiivi,new
massamuisti,substantiivi,new
massapsykoosi,substantiivi,new
massaspektrometri,substantiivi,new
massi,substantiivi,new
masterointi,substantiivi,new
mastiffi,substantiivi,new
mastiksipistaasi,substantiivi,new
mastodontti,substantiivi,new
masturbointi,substantiivi,new
masuuni,substantiivi,new
matadori,substantiivi,new
matalalattiabussi,substantiivi,new
matami,substantiivi,new
matarakasvi,substantiivi,new
materiaali,substantiivi,new
materialismi,substantiivi,new
materialisti,substantiivi,new
matkalaukkulapsi,substantiivi,old
matkamittari,substantiivi,new
matkapahoinvointi,substantiivi,new
matkustajakoti,substantiivi,new
matokuuri,substantiivi,new
matriarkaatti,substantiivi,new
matriisi,substantiivi,new
matrikkeli,substantiivi,new
matronyymi,substantiivi,new
matruusi,substantiivi,new
matsi,substantiivi,new
matti,substantiivi,new
maturiteetti,substantiivi,new
mauri,substantiivi,new
mausoleumi,substantiivi,new
maustekasvi,substantiivi,new
maustekirveli,substantiivi,new
maustekrassi,substantiivi,new
maustepippuri,substantiivi,new
maustesahrami,substantiivi,new
maustesilli,substantiivi,new
mayakieli,substantiivi,old
meanderi,substantiivi,new
medaljonki,substantiivi,new
mediaani,substantiivi,new
mediantti,substantiivi,new
medisiinari,substantiivi,new
meditointi,substantiivi,new
meemi,substantiivi,new
meetvursti,substantiivi,new
megabitti,substantiivi,new
megafoni,substantiivi,new
megahertsi,substantiivi,new
megaohmi,substantiivi,new
megatonni,substantiivi,new
megatrendi,substantiivi,new
megawatti,substantiivi,new
mehikasvi,substantiivi,new
mehikorvakasvi,substantiivi,new
mehilehti,substantiivi,old
mehiläisparvi,substantiivi,old
mehipolvi,substantiivi,old
mehitähti,substantiivi,old
meijeri,substantiivi,new
meijeristi,substantiivi,new
meikki,substantiivi,new
meili,substantiivi,new
meininki,substantiivi,new
meioosi,substantiivi,new
meirami,substantiivi,new
meisseli,substantiivi,new
meisti,substantiivi,new
mekanismi,substantiivi,new
meklari,substantiivi,new
meksikaani,substantiivi,new
melalehti,substantiivi,old
melamiini,substantiivi,new
melaniini,substantiivi,new
melanosyytti,substantiivi,new
melassi,substantiivi,new
melatoniini,substantiivi,new
mellakkapoliisi,substantiivi,new
meloni,substantiivi,new
meluvalli,substantiivi,new
membraani,substantiivi,new
memorandumi,substantiivi,new
menekki,substantiivi,new
menetelmäoppi,substantiivi,new
meningiitti,substantiivi,new
meningokokki,substantiivi,new
meniski,substantiivi,new
menopaussi,substantiivi,new
menovesi,substantiivi,old
mentalisti,substantiivi,new
mentaliteetti,substantiivi,new
mentoli,substantiivi,new
mentori,substantiivi,new
menuetti,substantiivi,new
meppi,substantiivi,new
merenkäynti,substantiivi,new
merenlahti,substantiivi,old
merensaari,substantiivi,new
meri,substantiivi,old
meriasteri,substantiivi,new
meridiaani,substantiivi,new
merienkeli,substantiivi,new
merihanhi,substantiivi,old
meriitti,substantiivi,new
merijalkaväki,substantiivi,old
merikaali,substantiivi,new
merikaapeli,substantiivi,new
merikapteeni,substantiivi,new
merikohokki,substantiivi,new
merikortti,substantiivi,new
merikrotti,substantiivi,new
merilohi,substantiivi,old
merilokki,substantiivi,new
merimaali,substantiivi,new
merimaili,substantiivi,new
merimerkki,substantiivi,new
merimiespihvi,substantiivi,new
meriotakilokki,substantiivi,new
merisiili,substantiivi,new
merisinappi,substantiivi,new
merisipuli,substantiivi,new
merituuli,substantiivi,old
meritähti,substantiivi,old
merivesi,substantiivi,old
meriväki,substantiivi,old
merkantilismi,substantiivi,new
merkeli,substantiivi,new
merkitysoppi,substantiivi,new
merkki,substantiivi,new
merkkioppi,substantiivi,new
merkkituli,substantiivi,old
merkonomi,substantiivi,new
meronyymi,substantiivi,new
merserointi,substantiivi,new
mesenaatti,substantiivi,new
mesi,substantiivi,old
mesisieni,substantiivi,old
meskaliini,substantiivi,new
mesodermi,substantiivi,new
mesofyytti,substantiivi,new
mesoni,substantiivi,new
mesosfääri,substantiivi,new
messi,substantiivi,new
messingöinti,substantiivi,new
messinki,substantiivi,new
mestari,substantiivi,new
mestarointi,substantiivi,new
mestitsi,substantiivi,new
metaani,substantiivi,new
metaboliitti,substantiivi,new
metabolismi,substantiivi,new
metadoni,substantiivi,new
metafaasi,substantiivi,new
metalli,substantiivi,new
metallimusiikki,substantiivi,new
metalliväri,substantiivi,new
metallointi,substantiivi,new
metallurgi,substantiivi,new
metamfetamiini,substantiivi,new
metamorfoosi,substantiivi,new
metanoli,substantiivi,new
metastaasi,substantiivi,new
metastasointi,substantiivi,new
metateesi,substantiivi,new
meteli,substantiivi,new
metelivesi,substantiivi,old
metelöinti,substantiivi,new
meteori,substantiivi,new
meteoriitti,substantiivi,new
meteoroidi,substantiivi,new
meteorologi,substantiivi,new
metodi,substantiivi,new
metodismi,substantiivi,new
metodisti,substantiivi,new
metoikki,substantiivi,new
metonyymi,substantiivi,new
metoprololi,substantiivi,new
metri,substantiivi,new
metronomi,substantiivi,new
metropoli,substantiivi,new
metrotunneli,substantiivi,new
metsuri,substantiivi,new
metsäalvejuuri,substantiivi,old
metsähanhi,substantiivi,old
metsähiiri,substantiivi,old
metsäkaarti,substantiivi,new
metsäsopuli,substantiivi,new
metsästyskivääri,substantiivi,new
metsästyskortti,substantiivi,new
metsätammi,substantiivi,old
metsätyyppi,substantiivi,new
metsätähti,substantiivi,old
metvursti,substantiivi,new
metyyli,substantiivi,new
metyylialkoholi,substantiivi,new
metyylifenidaatti,substantiivi,new
meänkieli,substantiivi,old
miehenpuoli,substantiivi,old
mieli,substantiivi,old
mieliharmi,substantiivi,new
mielipidevanki,substantiivi,new
mielipuoli,adjektiivi,old
mielitauti,substantiivi,new
miesleski,substantiivi,old
miespappi,substantiivi,new
miessukupuoli,substantiivi,old
miestenlehti,substantiivi,old
miesvanki,substantiivi,new
miesvartiointi,substantiivi,new
miesääni,substantiivi,old
migreeni,substantiivi,new
miinakranaatti,substantiivi,new
miinusmerkki,substantiivi,new
miitinki,substantiivi,new
mikki,substantiivi,new
mikroaaltouuni,substantiivi,new
mikroampeeri,substantiivi,new
mikrobaari,substantiivi,new
mikrobi,substantiivi,new
mikrobiologi,substantiivi,new
mikrofaradi,substantiivi,new
mikrofoni,substantiivi,new
mikrometri,substantiivi,new
mikroni,substantiivi,new
mikropiiri,substantiivi,new
mikroprosessori,substantiivi,new
mikroradiaani,substantiivi,new
mikrosekunti,substantiivi,new
mikroskooppi,substantiivi,new
mikroskopointi,substantiivi,new
mikrouuni,substantiivi,new
mikrovoltti,substantiivi,new
mikseri,substantiivi,new
miliisi,substantiivi,new
militantti,adjektiivi,new
militarismi,substantiivi,new
miljardööri,substantiivi,new
miljonääri,substantiivi,new
miljoonakaupunki,substantiivi,new
milli,substantiivi,new
milliampeeri,substantiivi,new
millibaari,substantiivi,new
millifaradi,substantiivi,new
millimetri,substantiivi,new
millimetripaperi,substantiivi,new
milliradiaani,substantiivi,new
millisekunti,substantiivi,new
millivoltti,substantiivi,new
milliwatti,substantiivi,new
mimmi,substantiivi,new
minareetti,substantiivi,new
mineraali,substantiivi,new
mineraalitärpätti,substantiivi,new
mineraalivesi,substantiivi,old
mineralogi,substantiivi,new
mini,substantiivi,new
miniatyyri,substantiivi,new
minibaari,substantiivi,new
minimalismi,substantiivi,new
minimi,substantiivi,new
minimointi,substantiivi,new
ministeri,substantiivi,new
minkki,substantiivi,new
minkkiturkki,substantiivi,new
minoriteetti,substantiivi,new
minuskeli,substantiivi,new
minuutti,substantiivi,new
minuuttiviisari,substantiivi,new
mioseeni,substantiivi,new
mirandeesi,substantiivi,new
mirhami,substantiivi,new
mirri,substantiivi,new
misantrooppi,substantiivi,new
miselli,substantiivi,new
misogyyni,substantiivi,new
mispeli,substantiivi,new
missi,substantiivi,new
mississipinkäki,substantiivi,old
misteli,substantiivi,new
mistraali,substantiivi,new
mitali,substantiivi,new
mitalisti,substantiivi,new
mitoosi,substantiivi,new
mittabosoni,substantiivi,new
mittalasi,substantiivi,new
mittari,substantiivi,new
mittausoppi,substantiivi,new
mittumaari,substantiivi,new
mitätöinti,substantiivi,new
mobilisointi,substantiivi,new
modaaliverbi,substantiivi,new
modeemi,substantiivi,new
moderaattori,substantiivi,new
moderni,adjektiivi,new
modernismi,substantiivi,new
modernisointi,substantiivi,new
modernisti,substantiivi,new
modifiointi,substantiivi,new
modisti,substantiivi,new
modulointi,substantiivi,new
moduuli,substantiivi,new
moguli,substantiivi,new
mokkeri,substantiivi,new
molari,substantiivi,new
molekyyli,substantiivi,new
molli,substantiivi,new
molybdeeni,substantiivi,new
momentti,substantiivi,new
monadi,substantiivi,new
monarkismi,substantiivi,new
monarkisti,substantiivi,new
monarkki,substantiivi,new
mondeeni,adjektiivi,new
mongoli,substantiivi,new
mongolismi,substantiivi,new
mongoloidi,substantiivi,new
monisti,substantiivi,new
monitori,substantiivi,new
monitorointi,substantiivi,new
monni,substantiivi,new
monofysiitti,substantiivi,new
monofysitismi,substantiivi,new
monogrammi,substantiivi,new
monokkeli,substantiivi,new
monoksidi,substantiivi,new
monoliitti,substantiivi,new
monologi,substantiivi,new
monomaani,substantiivi,new
monomeeri,substantiivi,new
mononukleoosi,substantiivi,new
monopoli,substantiivi,new
monopolisointi,substantiivi,new
monopsoni,substantiivi,new
monosakkaridi,substantiivi,new
monosyytti,substantiivi,new
monoteismi,substantiivi,new
monoteisti,substantiivi,new
monstranssi,substantiivi,new
monsuuni,substantiivi,new
montaasi,substantiivi,new
montmorilloniitti,substantiivi,new
monttööri,substantiivi,new
monumentti,substantiivi,new
moodi,substantiivi,new
mooli,substantiivi,new
moottori,substantiivi,new
moottoripetroli,substantiivi,new
moottorointi,substantiivi,new
mopedi,substantiivi,new
moppi,substantiivi,new
mopsi,substantiivi,new
moraali,substantiivi,new
moralismi,substantiivi,new
moralisointi,substantiivi,new
moralisti,substantiivi,new
moreeni,substantiivi,new
morfeemi,substantiivi,new
morfi,substantiivi,new
morfiini,substantiivi,new
morfinisti,substantiivi,new
mormoni,substantiivi,new
mormonismi,substantiivi,new
mortteli,substantiivi,new
mortti,substantiivi,new
mosaiikki,substantiivi,new
moskoviitti,substantiivi,new
mossi,substantiivi,new
motelli,substantiivi,new
motetti,substantiivi,new
motiivi,substantiivi,new
motivaattori,substantiivi,new
motivointi,substantiivi,new
motoristi,substantiivi,new
motskari,substantiivi,new
motti,substantiivi,new
moukari,substantiivi,new
muffini,substantiivi,new
muffinssi,substantiivi,new
mufloni,substantiivi,new
muhinointi,substantiivi,new
muhvi,substantiivi,new
muinaisalasaksi,substantiivi,new
muinaisenglanti,substantiivi,new
muinaisiiri,substantiivi,new
muinaispreussi,substantiivi,new
muinaisprovensaali,substantiivi,new
muisti,substantiivi,new
muistikapasiteetti,substantiivi,new
muistikortti,substantiivi,new
muistomerkki,substantiivi,new
muistomitali,substantiivi,new
muki,substantiivi,new
mukilointi,substantiivi,new
mukopurulentti,adjektiivi,new
mukulakivi,substantiivi,old
mukulaleinikki,substantiivi,new
mukulaselleri,substantiivi,new
mulatti,substantiivi,new
mulli,substantiivi,new
mulperi,substantiivi,new
mulperikasvi,substantiivi,new
multasieni,substantiivi,old
multippeliskleroosi,substantiivi,new
mummeli,substantiivi,new
mummi,substantiivi,new
mummonmökki,substantiivi,new
munakokkeli,substantiivi,new
munakuppi,substantiivi,new
munakäsikranaatti,substantiivi,new
munaleikkuri,substantiivi,new
munankuori,substantiivi,old
munatorvi,substantiivi,old
munatoti,substantiivi,new
munkki,substantiivi,new
munuaiskivi,substantiivi,old
munuaistauti,substantiivi,new
muori,substantiivi,new
muoti,substantiivi,new
muotti,substantiivi,new
muovi,substantiivi,new
muovikassi,substantiivi,new
muovimuki,substantiivi,new
muovipussi,substantiivi,new
muoviruuvi,substantiivi,new
muratti,substantiivi,new
murhamysteeri,substantiivi,new
murheenkryyni,substantiivi,new
murjaani,substantiivi,new
murkinointi,substantiivi,new
murmeli,substantiivi,new
murtovesi,substantiivi,old
muscovadosokeri,substantiivi,new
museointi,substantiivi,new
musiikki,substantiivi,new
musiikkityyli,substantiivi,new
musikaali,substantiivi,new
musikantti,substantiivi,new
musisointi,substantiivi,new
muskeli,substantiivi,new
musketti,substantiivi,new
musketööri,substantiivi,new
muskotti,substantiivi,new
muskoviitti,substantiivi,new
musliini,substantiivi,new
muslimi,substantiivi,new
mustaherukkaviini,substantiivi,new
mustajuuri,substantiivi,old
mustakondori,substantiivi,new
mustaleski,substantiivi,old
mustangi,substantiivi,new
mustapippuri,substantiivi,new
mustatorvisieni,substantiivi,old
mustavalkofilmi,substantiivi,new
mustikkatyyppi,substantiivi,new
musulmaani,substantiivi,new
mutageeni,substantiivi,new
mutantti,substantiivi,new
mutapaini,substantiivi,new
mutsi,substantiivi,new
mutteri,substantiivi,new
mutualismi,substantiivi,new
muuli,substantiivi,new
muuliaasi,substantiivi,new
muumi,substantiivi,new
muurari,substantiivi,new
muuri,substantiivi,new
muuriyrtti,substantiivi,new
muusi,substantiivi,new
muuttoreitti,substantiivi,new
myeliini,substantiivi,new
myelosyytti,substantiivi,new
mykkäfilmi,substantiivi,new
mykoosi,substantiivi,new
myksomatoosi,substantiivi,new
myllynkivi,substantiivi,old
mylläri,substantiivi,new
myntti,substantiivi,new
myofibrilli,substantiivi,new
myoni,substantiivi,new
myosiini,substantiivi,new
myrkkykaappi,substantiivi,new
myrkkyliljakasvi,substantiivi,new
myrkkymuratti,substantiivi,new
myrkkynuoli,substantiivi,old
myrkkysieni,substantiivi,old
myrkkysumakki,substantiivi,new
myrskytuuli,substantiivi,old
myrtti,substantiivi,new
myrttikasvi,substantiivi,new
myski,substantiivi,new
myskihirvi,substantiivi,old
mysli,substantiivi,new
mysteeri,substantiivi,new
mystifiointi,substantiivi,new
mytologi,substantiivi,new
myynti,substantiivi,new
myyntiartikkeli,substantiivi,new
myyntiautomaatti,substantiivi,new
myyntitykki,substantiivi,new
myytti,substantiivi,new
myöhäisantiikki,substantiivi,new
myötätuuli,substantiivi,old
mähkäkasvi,substantiivi,new
mäki,substantiivi,old
mäkileinikki,substantiivi,new
mäkimeirami,substantiivi,new
mälli,substantiivi,new
mämmi,substantiivi,new
mäntti,adjektiivi,new
mäntykasvi,substantiivi,new
mäntämoottori,substantiivi,new
märkärupi,substantiivi,old
märssykori,substantiivi,new
mäski,substantiivi,new
mäti,substantiivi,new
määräaikaistili,substantiivi,new
mökki,substantiivi,new
mölli,substantiivi,new
mörssäri,substantiivi,new
mörökölli,substantiivi,new
mööpeli,substantiivi,new
naali,substantiivi,new
naamakukkaiskasvi,substantiivi,new
naamapokeri,substantiivi,new
naamari,substantiivi,new
naamavärkki,substantiivi,new
naamiokerttuli,substantiivi,new
naapuri,substantiivi,new
naatti,substantiivi,new
nadiiri,substantiivi,new
naftaleeni,substantiivi,new
naftaliini,substantiivi,new
nafteeni,substantiivi,new
nahanluonti,substantiivi,new
nahinointi,substantiivi,new
nahkatakki,substantiivi,new
nahkuri,substantiivi,new
naiivi,adjektiivi,new
nainti,substantiivi,new
naisenpuoli,substantiivi,old
naisleski,substantiivi,old
naissankari,substantiivi,new
naissukupuoli,substantiivi,old
naistenlehti,substantiivi,old
naistentautioppi,substantiivi,new
naisväki,substantiivi,old
naisääni,substantiivi,old
naivi,adjektiivi,new
naivismi,substantiivi,new
naivisti,substantiivi,new
nakkeli,substantiivi,new
nakki,substantiivi,new
nalkki,substantiivi,new
nalli,substantiivi,new
naloksoni,substantiivi,new
nami,substantiivi,new
nankiini,substantiivi,new
nanometri,substantiivi,new
nanosekunti,substantiivi,new
nanovoltti,substantiivi,new
napakymppi,substantiivi,new
napalakki,substantiivi,new
napamoottori,substantiivi,new
napanteri,substantiivi,new
napapiiri,substantiivi,new
napatanssi,substantiivi,new
napinläpi,substantiivi,old
napoli,substantiivi,new
nappi,substantiivi,new
naprapaatti,substantiivi,new
narkkari,substantiivi,new
narkomaani,substantiivi,new
narkoosi,substantiivi,new
narratiivi,substantiivi,new
narri,substantiivi,new
narsismi,substantiivi,new
narsissi,substantiivi,new
narsissikasvi,substantiivi,new
narsisti,substantiivi,new
nasaali,substantiivi,new
naskali,substantiivi,new
nationalismi,substantiivi,new
nationalisti,substantiivi,new
natriumbikarbonaatti,substantiivi,new
natriumhydroksidi,substantiivi,new
natriumkloridi,substantiivi,new
natriumvetykarbonaatti,substantiivi,new
natsi,substantiivi,new
natsismi,substantiivi,new
naturismi,substantiivi,new
naturisti,substantiivi,new
nauhuri,substantiivi,new
naurulokki,substantiivi,new
navigaattori,substantiivi,new
navigointi,substantiivi,new
neekeri,substantiivi,new
neekerihirssi,substantiivi,new
nefriitti,substantiivi,new
nefroni,substantiivi,new
nefroosi,substantiivi,new
negatiivi,substantiivi,new
negrospirituaali,substantiivi,new
neidonkieli,substantiivi,old
neiti,substantiivi,new
nekrologi,substantiivi,new
nekroosi,substantiivi,new
nektari,substantiivi,new
nektariini,substantiivi,new
neli,substantiivi,new
neliöinti,substantiivi,new
neliöjuuri,substantiivi,old
neliökilometri,substantiivi,new
neliömatriisi,substantiivi,new
neliömetri,substantiivi,new
neliösenttimetri,substantiivi,new
neljännestunti,substantiivi,new
neljännesvuosi,substantiivi,old
neljäntuulenlakki,substantiivi,new
neljäsosanuotti,substantiivi,new
nenetsi,substantiivi,new
nenätti,substantiivi,new
neoarsfenamiini,substantiivi,new
neodarvinismi,substantiivi,new
neodyymi,substantiivi,new
neologismi,substantiivi,new
neonputki,substantiivi,old
neopreeni,substantiivi,new
nepali,substantiivi,new
nepotismi,substantiivi,new
neppari,substantiivi,new
nereidi,substantiivi,new
neropatti,substantiivi,new
netiketti,substantiivi,new
netti,substantiivi,new
neulaventtiili,substantiivi,new
neuriitti,substantiivi,new
neurolepti,substantiivi,new
neurologi,substantiivi,new
neuroni,substantiivi,new
neuroosi,substantiivi,new
neutraali,adjektiivi,new
neutraliteetti,substantiivi,new
neutralointi,substantiivi,new
neutri,substantiivi,new
neutroni,substantiivi,new
neutronipommi,substantiivi,new
neutronitähti,substantiivi,old
newari,substantiivi,new
niasiini,substantiivi,new
niemi,substantiivi,old
nifedipiini,substantiivi,new
nihilismi,substantiivi,new
nihilisti,substantiivi,new
nihti,substantiivi,new
niini,substantiivi,old
niisi,substantiivi,old
niitti,substantiivi,new
niittimutteri,substantiivi,new
niittyleinikki,substantiivi,new
nikkari,substantiivi,new
nikkeli,substantiivi,new
nikkelöinti,substantiivi,new
nikotiini,substantiivi,new
nikotinisti,substantiivi,new
niksi,substantiivi,new
nilkki,substantiivi,new
nilvadipiini,substantiivi,new
nimi,substantiivi,old
nimikointi,substantiivi,new
nimilehti,substantiivi,old
nimimerkki,substantiivi,new
niminovelli,substantiivi,new
nimiölehti,substantiivi,old
nimmari,substantiivi,new
nimodipiini,substantiivi,new
nimppari,substantiivi,new
niobi,substantiivi,new
nippeli,substantiivi,new
nirri,substantiivi,new
niskalenkki,substantiivi,new
nisoldipiini,substantiivi,new
nisti,substantiivi,new
nitraatti,substantiivi,new
nitridi,substantiivi,new
nitroglyseriini,substantiivi,new
nituri,substantiivi,new
nivelbussi,substantiivi,new
nivelpussi,substantiivi,new
nobelisti,substantiivi,new
noidannuoli,substantiivi,old
noitatohtori,substantiivi,new
nojatuoli,substantiivi,new
noki,substantiivi,old
nokijuovakäki,substantiivi,old
nokikolari,substantiivi,new
nokikäki,substantiivi,old
nokisutari,substantiivi,new
nokkahuilisti,substantiivi,new
nokkakolari,substantiivi,new
nokkasiili,substantiivi,new
nollakeli,substantiivi,new
nollasummapeli,substantiivi,new
nollatoleranssi,substantiivi,new
nomadi,substantiivi,new
nominalismi,substantiivi,new
nominatiivi,substantiivi,new
nomini,substantiivi,new
noneeni,substantiivi,new
noodi,substantiivi,new
nootti,substantiivi,new
nopeusmittari,substantiivi,new
noppakivi,substantiivi,old
noppapeli,substantiivi,new
noradrenaliini,substantiivi,new
norfolkinterrieri,substantiivi,new
normaali,adjektiivi,new
normaalimäki,substantiivi,old
normalisointi,substantiivi,new
normanni,substantiivi,new
normi,substantiivi,new
norssi,substantiivi,new
norsunluutorni,substantiivi,new
norsutauti,substantiivi,new
norwichinterrieri,substantiivi,new
nostokurki,substantiivi,old
nostoväki,substantiivi,old
nosturi,substantiivi,new
notaari,substantiivi,new
nousukausi,substantiivi,old
nousuvesi,substantiivi,old
noutoposti,substantiivi,new
novelli,substantiivi,new
noviisi,substantiivi,new
nudismi,substantiivi,new
nudisti,substantiivi,new
nudistileiri,substantiivi,new
nugetti,substantiivi,new
nujakointi,substantiivi,new
nukkasihti,substantiivi,new
nukkeasteri,substantiivi,new
nukkekoti,substantiivi,new
nukketeatteri,substantiivi,new
nukki,substantiivi,new
nukkumatti,substantiivi,new
nukleoni,substantiivi,new
nukleosynteesi,substantiivi,new
nukleotidi,substantiivi,new
nuklidi,substantiivi,new
nukutuslääkäri,substantiivi,new
nukutuspiikki,substantiivi,new
nulkki,substantiivi,new
numeraali,substantiivi,new
numerointi,substantiivi,new
numeromerkki,substantiivi,new
nummi,substantiivi,old
nummitatti,substantiivi,new
nummuliitti,substantiivi,new
nunnaluostari,substantiivi,new
nuokkutalvikki,substantiivi,new
nuolenkärki,substantiivi,old
nuoli,substantiivi,old
nuolijuuri,substantiivi,old
nuolukivi,substantiivi,old
nuorallatanssi,substantiivi,new
nuori,adjektiivi,old
nuoripari,substantiivi,new
nuorisojengi,substantiivi,new
nuorisokulttuuri,substantiivi,new
nuoskalumi,substantiivi,old
nuottaruohokasvi,substantiivi,new
nuotti,substantiivi,new
nupi,substantiivi,new
nuppi,substantiivi,new
nupukivi,substantiivi,old
nupukki,substantiivi,new
nurmi,substantiivi,old
nurmiherkkusieni,substantiivi,old
nurmirölli,substantiivi,new
nuti,adjektiivi,new
nuudeli,substantiivi,new
nyamwezi,substantiivi,new
nyansointi,substantiivi,new
nyanssi,substantiivi,new
nykyhetki,substantiivi,old
nykypolvi,substantiivi,old
nykysuomi,substantiivi,old
nykytanssi,substantiivi,new
nylkyri,substantiivi,new
nymfetti,substantiivi,new
nymfi,substantiivi,new
nymfomaani,substantiivi,new
nyrkkeilysäkki,substantiivi,new
nyrkki,substantiivi,new
nyrkkipyykki,substantiivi,new
nyytti,substantiivi,new
nyöri,substantiivi,new
näennäismuisti,substantiivi,new
näkinruohokasvi,substantiivi,new
näkki,substantiivi,new
näkkäri,substantiivi,new
näköaisti,substantiivi,new
näköpiiri,substantiivi,new
näkötorni,substantiivi,new
näkövinkkeli,substantiivi,new
nälkäkurki,substantiivi,old
nälkävuosi,substantiivi,old
nänni,substantiivi,new
näpelöinti,substantiivi,new
näppi,substantiivi,new
närhi,substantiivi,old
nätti,adjektiivi,new
näveri,substantiivi,new
näyttämömestari,substantiivi,new
näyttömuisti,substantiivi,new
näytöslaji,substantiivi,new
näytösoikeudenkäynti,substantiivi,new
nörtti,substantiivi,new
obeliski,substantiivi,new
objekti,substantiivi,new
objektiivi,substantiivi,new
objektiivilinssi,substantiivi,new
oboisti,substantiivi,new
oboli,substantiivi,new
observointi,substantiivi,new
obskurantismi,substantiivi,new
obstruentti,substantiivi,new
odontologi,substantiivi,new
offensiivi,substantiivi,new
oftalmiitti,substantiivi,new
oftalmoskooppi,substantiivi,new
ohari,substantiivi,new
ohestalyönti,substantiivi,new
ohimarssi,substantiivi,new
ohjelmamusiikki,substantiivi,new
ohjelmointi,substantiivi,new
ohjelmointikieli,substantiivi,old
ohmi,substantiivi,new
ohutsuoli,substantiivi,old
oidipuskompleksi,substantiivi,new
oikeudenkäynti,substantiivi,new
oikeuskansleri,substantiivi,new
oikeuslääkäri,substantiivi,new
oikeusministeri,substantiivi,new
oikeusnormi,substantiivi,new
oikeussali,substantiivi,new
oikeustoimi,substantiivi,old
oikeustulkki,substantiivi,new
ojaleinikki,substantiivi,new
ojuri,substantiivi,new
okapi,substantiivi,new
okkultismi,substantiivi,new
okkultisti,substantiivi,new
oksasilppuri,substantiivi,new
oksetusjuuri,substantiivi,old
oksi,substantiivi,old
oksidi,substantiivi,new
oksiduuli,substantiivi,new
oksimetri,substantiivi,new
oksitaani,substantiivi,new
oktaani,substantiivi,new
oktaavi,substantiivi,new
oktaedri,substantiivi,new
oktametri,substantiivi,new
oktantti,substantiivi,new
oktetti,substantiivi,new
okulaari,substantiivi,new
oleanteri,substantiivi,new
oleanterikasvi,substantiivi,new
olefiini,substantiivi,new
olibaanihartsi,substantiivi,new
oligarkki,substantiivi,new
oligopoli,substantiivi,new
oligoseeni,substantiivi,new
oliivi,substantiivi,new
oljenkorsi,substantiivi,old
olkakivi,substantiivi,old
olkavarsi,substantiivi,old
olki,substantiivi,old
olkihimmeli,substantiivi,new
olkipaali,substantiivi,new
olmi,substantiivi,new
oltermanni,substantiivi,new
olutkori,substantiivi,new
olutlasi,substantiivi,new
oluttankki,substantiivi,new
oluttuoppi,substantiivi,new
oluttölkki,substantiivi,new
olvi,substantiivi,new
olympiadi,substantiivi,new
olympialaji,substantiivi,new
olympiamitali,substantiivi,new
olympiatuli,substantiivi,old
omeletti,substantiivi,new
omenarupi,substantiivi,old
omenaviini,substantiivi,new
ominaisuudennimi,substantiivi,old
ommatidi,substantiivi,new
omnibussi,substantiivi,new
omnipotenssi,substantiivi,new
ompelukori,substantiivi,new
onageri,substantiivi,new
onki,substantiivi,old
onkogeeni,substantiivi,new
onnenkeksi,substantiivi,new
onni,substantiivi,old
onnittelukortti,substantiivi,new
ontogeneesi,substantiivi,new
onyksi,substantiivi,new
oodi,substantiivi,new
oogeneesi,substantiivi,new
oopiumi,substantiivi,new
oosyytti,substantiivi,new
opaali,substantiivi,new
operaattori,substantiivi,new
operandi,substantiivi,new
operetti,substantiivi,new
operointi,substantiivi,new
opetusmateriaali,substantiivi,new
opetusoppi,substantiivi,new
opiaatti,substantiivi,new
opintopiiri,substantiivi,new
opintotuki,substantiivi,old
opiskelijakortti,substantiivi,new
opistoinsinööri,substantiivi,new
opistoupseeri,substantiivi,new
opossumi,substantiivi,new
oppi,substantiivi,new
oppimateriaali,substantiivi,new
oppitunti,substantiivi,new
oppituoli,substantiivi,new
opponentti,substantiivi,new
opponointi,substantiivi,new
opportunismi,substantiivi,new
opportunisti,substantiivi,new
optatiivi,substantiivi,new
optimi,substantiivi,new
optimismi,substantiivi,new
optimisti,substantiivi,new
optimointi,substantiivi,new
oraakkeli,substantiivi,new
oraali,substantiivi,new
oranki,substantiivi,new
oranssi,adjektiivi,new
oratuomi,substantiivi,old
orbitaali,substantiivi,new
ordoviikki,substantiivi,new
ordoviikkikausi,substantiivi,old
orgaani,substantiivi,new
organelli,substantiivi,new
organismi,substantiivi,new
organisointi,substantiivi,new
orgasmi,substantiivi,new
orhi,substantiivi,new
orientointi,substantiivi,new
